ToyRCCar
section,AUC (all),AUC (source),AUC (target),pAUC,precision (source),precision (target),recall (source),recall (target),F1 score (source),F1 score (target)
00,0.6239000000000001,0.5788,0.669,0.5431578947368421,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666
,,AUC,pAUC,precision,recall,F1 score
arithmetic mean,,0.6239,0.5431578947368421,0.5,1.0,0.6666666666666666
harmonic mean,,0.6206398461291874,0.5431578947368421,0.5,1.0,0.6666666666666666
source harmonic mean,,0.5788,0.5431578947368421,0.5,1.0,0.6666666666666666
target harmonic mean,,0.669,0.5431578947368421,0.5,1.0,0.6666666666666666

,,AUC,pAUC,precision,recall,F1 score
"arithmetic mean over all machine types, sections, and domains",,0.6239,0.5431578947368421,0.5,1.0,0.6666666666666666
"harmonic mean over all machine types, sections, and domains",,0.6206398461291874,0.5431578947368421,0.5,1.0,0.6666666666666666
"source harmonic mean over all machine types, sections, and domains",,0.5788,0.5431578947368421,0.5,1.0,0.6666666666666666
"target harmonic mean over all machine types, sections, and domains",,0.669,0.5431578947368421,0.5,1.0,0.6666666666666666

official score,,0.5924678272512918
official score ci95,,0.00035249095474354205

